event_id_cnty,notes,gold_label,gold_label_full,actor_type,actor_norm,actor_norm
CAO11053,"On 24 January 2024, Ambazonian Separatists attacked military on transit with a road planted IED which partially damaged one vehicle around Noni subdivision (Noni, Bui, Nord-Ouest), coded to Noni. The military, in response, fired gunshots that lasted for about an hour until the group retreated. No casualties.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO3447,"On 6 July 2020, the security forces (assumed Police Forces) arrested around 50 youths including a local mechanic in Buea town (Fako, Sud-Ouest). The mechanic was accused of forging guns for a separatist commander.",S,Strategic developments,state,Police Forces of Cameroon (1982-),State forces (Cameroon)
CAO6236,"On 15 June 2022, suspected Boko Haram (JAS) (likely) clashed with Cameroonian military Forces and MNJTF in Limani (Mora, Mayo-Sava, Extreme-Nord), unknown fatalities, coded to 3.",B,Battles,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO5475,"On 5 August 2021, the military forces killed around 7 people during a raid in Meluf village, Kumbo subdivision (Bui, Nord-Ouest). This was a retaliation after an IED attack on them earlier.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO5679,"On 14 November 2021, the military forces tortured and injured the private security guards, as they searched for suspected Ambazonian separatists that the military alleged were undergoing treatment in Shisong hospital in Kumbo (Bui, Nord-Ouest). After searching the facility and failing to find any fighters, they began verbally assaulting the staff and threatening to shoot them after which they tortured the security guards in hopes of forcing them to reveal the locations of the fighters.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO13838,"On 26 June 2024, an IED fabricated and planted by an unidentified armed group suspected of being Ambazonian Separatists exploded on a civilian vehicle in Oshum (Batibo, Momo, Nord-Ouest). 3 civilians were killed. 1 civilian was injured.",E,Explosions/Remote violence,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO14653,"On 17 August 2024, the gendarmerie forces clashed and repelled an attack from ISWAP or Boko Haram militants in Palam neighborhood in Lambaram (Lamram 1) (Mokolo, Mayo-Tsanaga, Extreme-Nord) after a woman alerted the gendarmerie forces of the militant presence. Casualties unknown.",B,Battles,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO10854,"On 18 December 2023, the military forces attacked Ambazonian Separatists leading to a clash in Bai Panya (Kumba 1, Meme, Sud-Ouest). Two Ambazonian Separatists were killed and four others arrested.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO4828,"Looting: On 4 May 2021, Boko Haram fighters looted Sandawadjiri village, Kolofata subdivision (Mayo-Sava, Extreme-Nord), taking away 11 sheep. No fatality and/or casualty reported.",S,Strategic developments,non-state,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO11326,"On 27 December 2023, the military forces shot to death an Ambazonian Separatist commander at a drinking facility in Nkwen (Bamenda - Nkwen, Bamenda 3, Mezam, Nord-Ouest).",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO13432,"On 12 May 2024, ISWAP or Boko Haram militants ambushed and killed a travelling veterinarian returning from Bargaram to Hile Alifa, coded to Bargaram (Hile-Alifa, Logone-et-Chari, Extreme-Nord). The militants looted his motorbike.",V,Violence against civilians,non-state,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO10972,"On 2 December 2023, the Ambazonian Restoration Forces kidnapped a woman around Ediki (Kumba 3, Meme, Sud-Ouest). They accused her of collaborating with the government forces.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO11124,"On 9 November 2023, Ambazonian Separatists kidnapped and assaulted six women from the market square in Lus (Nwa, Donga-Mantung, Nord-Ouest) for allegedly practicing witchcraft. They were later released, no information on injuries.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO6502,"Looting: On 24 August 2022, Boko Haram (JAS) (likely) fighters entered Madakar (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord) and stole 22 livestock. The Cameroonian military forces returned 175 livestock to their owners.",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO5428,"Around 12 September 2021 (weekend of), the military forces engaged in fire fights with Ambazonian separatists in Bamenda town, Bamenda 1 subdivision (Mezam, Nord-Ouest), resulting in 11 people getting killed.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO5348,"Looting: On 1 September 2021, Boko Haram fighters looted several shops in Megalme village, Makary subdivision (Logone-et-Chari, Extreme-Nord), taking away goods.",S,Strategic developments,non-state,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO12114,"On 15 August 2023, Ambazonian Separatists shot and killed a woman in Akwaya (Manyu, Sud-Ouest). They also abducted four civilians from a home for unknown reasons. No additional information.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO15493,"On 1 September 2024, Ambazonian Separatists from the Restoration Forces faction detonated an IED on traveling security forces, coded as the military forces at an illegal checkpoint at Camp 7 in Tiko (Tiko, Fako, Sud-Ouest). There were no fatalities. 3 were injured and the military vehicle was damaged.",E,Explosions/Remote violence,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO8194,"Looting: On 27 November 2023, Boko Haram militants [JAS faction] looted Tolkomari (Kolofata, Mayo-Sava, Extreme-Nord). The militants stole 2 motorbikes, 1 bike, food items and other valuables.",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO9628,"On 30 June 2022, Ambazonian Separatists clashed with the military in Mulang (Bamenda - Njah, Bamenda 3, Mezam, Nord-Ouest) after the group fired shots at the National Fire Brigade unit. Casualties unknown.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO12627,"On 27 January 2021, state forces on an operation in Bambui (Tubah, Mezam, Nord-Ouest) arrested four civilians. Their whereabouts are still unknown.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO10632,"Other: On 13 May 2023, State security forces, coded as the military forces, fired several warning shots in the air from their base in Benakuma (Menchum-Valley, Menchum, Nord-Ouest) after they suspected the presence of Ambazonian Separatists. The gunshot sounds temporarily displaced some civilians to other villages.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO10162,"On 6 January 2023, state security forces (coded as military) shot and killed two Ambazonian Separatists in Wum (Menchum, Nord-Ouest). This came after the Separatists injured one of their colleagues earlier the same day (coded separately).",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO7900,"Property destruction: On 30 September 2023, an unidentified armed group set fire to the Bamenda Council Hall in Bamenda (Bamenda 1, Mezam, Nord-Ouest). The locals say they heard some unidentified persons arrive on motorbikes before the fire started.",S,Strategic developments,non-state,Unidentified Armed Group (Cameroon),Other Actors
CAO6635,"Around 3 October 2022, an unidentified armed group abducted a farmer from Touboro (Touboro, Mayo-Rey, Nord) taking the victim with the to the bushes demanding a ransom of 10 million FCFA. He was beaten while in captivity before he was released.",V,Violence against civilians,non-state,Unidentified Armed Group (Cameroon),Other Actors
CAO9815,"On 4 October 2022, military forces clashed with Ambazonian Separatists in Mankwi (Bafut, Mezam, Nord-Ouest), during the process of dismantling a Separatists roadblock. One Separatist was shot and killed while two male civilians were injured by stray bullets.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6214,"Property destruction: Around 20 June 2022, Boko Haram (JAS) (likely) burnt houses and looted items in Djakana village, around Limani (Limani, Mayo-Sava, Extreme-Nord), including 4 bicycles.",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO10215,"Other: On 23 January 2023, state security forces (coded as military) fired gunshots in the air in Egbekaw (Manyu, Sud-Ouest) under unclear circumstances. This resulted the displacement of an unknown number of civilians.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO13089,"On 14 March 2024, Ambazonian Separatists from the Restoration Forces faction clashed with the state security forces, coded as the military forces at a checkpoint along a secondary road in Bamusso (Bamusso, Ndian, Sud-Ouest). Casualties unknown. 2 soldiers were injured.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO4274,"On 15 January 2021, the military forces conducted 'mass arrests' and engaged in a fire fight with Ambazonian separatists in Tiko town (Fako, Sud-Ouest).",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO4199,"On 7 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Ntankah, Nkwen, Below Fonch and Mulang neighborhoods of Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest). A civilian was caught in the crossfire in Mulang, and killed.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO12928,"On 14 February 2024, Ambazonian Separatists from the Restoration Forces faction abducted a local community leader from their private residences in Ayukaba (Mamfe, Manyu, Sud-Ouest). The fighters demanded 5 million Francs CFA from each of these villages. The victims were taken to an NSAG hideout in Ayukaba.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO15966,"On 21 October 2024, Ambazonian Separatists abducted 3 civilians from their private residences in Kuvlu (Nkum, Bui, Nord-Ouest), accusing the civilians of not participating in the Separatist-imposed celebration organized on 1 October 2024. The Separatists demanded 50,000 Franc CFA from each of the civilians in exchange for their release.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO9119,"Other: On 4 September 2022, military forces fired gunshots in the early morning at the Mile 4 Junction in Nkwen (Bamenda - Nkwen, Bamenda 3, Mezam, Nord-Ouest) under unclear circumstances. No casualties were recorded.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6271,"On 6 July 2022, Mbororo herders engaged in fistfight in Madaik market in Blangoua (Blangoua, Logone-et-Chari, Extreme-Nord) over lack of grazing land. The authorities closed the market for the day.",R,Riots,non-state,Rioters (Cameroon),Protesters/Rioters/Civilians
CAO8526,"On 21 February 2024, Ambazonian Separatists clashed with the military forces in Banga Bakundu (Kumba 3, Meme, Sud-Ouest). 1 civilian was killed.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO14322,"On 7 May 2024, Ambazonian Separatists from the Restoration Forces faction abducted a driver and two passengers from a public transport vehicle in Ekok (Eyumodjock, Manyu, Sud-Ouest). The militants released them after receiving an unspecified amount of money as a ransom.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO7539,"On 20 July 2023, people dressed in black and holding peace plants protested in Bamenda (Bamenda 1, Mezam, Nord-Ouest) against the killing in Nacho during the week. Protesters consisted of council officials, workers and residents.",P,Protests,non-state,Protesters (Cameroon),Protesters/Rioters/Civilians
CAO9789,"On 15 November 2022, military forces attacked Ambazonian Separatists at an informal checkpoint in Ntarre, Santa commune, coded to Santa (Mezam, Nord-Ouest) where they were extorting money from civilians and road users. During the attack, two fighters were killed while one escaped. One cow was also killed.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6542,"Looting: On 4 September 2022, presumed Boko Haram (JAS) (likely) looted Ganse (Kolofata, Mayo-Sava, Extreme-Nord) stealing from 12 houses. Items taken included clothes, food items, livestock and bicycles.",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
